FlyBase,GenetID,symbol,Affymetrix IDs (note: // was used to separate Affy probes which owned by one gene),chrom,star_chrom,end_chrom,bam_testis_RPKM,wt_testis_RPKM,bam_ovary_RPKM,wt_ovary_RPKM,male_carcass_RPKM,female_carcass_RPKM
FBgn0032203,CG4946,CG4946,1629158_at,chr2L,10265338,10266570,14.4947,11.8523,13.2817,19.337,9.27514,10.0723
FBgn0030813,CG4949,CG4949,1633764_a_at,chrX,16972894,16974944,16.5513,2.62936,19.3767,28.6318,1.20446,1.80766
FBgn0036587,CG4950,CG4950,1640681_at,chr3L,16259517,16261310,8.49226,1.87168,132.515,5.41756,72.2929,65.902
FBgn0039563,CG4951,CG4951,1631151_at,chr3R,23777774,23779834,48.3585,27.3398,26.9609,44.2809,10.1367,9.51605
FBgn0032204,CG4953,CG4953,1632184_at,chr2L,10266702,10268747,12.7665,4.2542,14.6072,18.1058,13.677,14.1562
FBgn0030814,CG4955,CG4955,1628414_at,chrX,16975539,16977393,0,147.976,0.172339,0.172136,0,0.0577601
FBgn0039370,CG4956,CG4956,1630675_at,chr3R,21602990,21604027,0,36.7598,0.0986769,0,0,0.099216
FBgn0032205,CG4957,CG4957,1634565_at,chr2L,10268895,10269900,7.60125,8.78427,10.0707,20.1178,20.2407,19.881
FBgn0039371,CG4960,CG4960,1626010_at,chr3R,21612237,21612944,0,76.6008,0,0,0.145383,0.290922
FBgn0036597,CG4962,CG4962,1623517_at,chr3L,16287809,16288640,0.531855,0.529265,0.133195,0,269.576,233.159
FBgn0039561,CG4963,CG4963,1632963_at,chr3R,23768511,23773731,42.1879,116.651,42.6327,70.8249,52.3483,46.1604
FBgn0034261,CG4966,CG4966,1640577_a_at,chr2R,13571102,13578335,18.3509,9.3707,9.71703,15.1828,12.5059,11.3413
FBgn0032214,CG4968,CG4968,1640358_at,chr2L,10306903,10308050,53.6555,136.911,61.5574,59.1554,58.2938,54.4501
FBgn0032364,CG4970,CG4970,#N/A,chr2L,11517404,11521446,0.0276723,77.1051,0.803889,0,0,0
FBgn0032217,CG4972,CG4972,1635278_at,chr2L,10314795,10317575,40.9389,43.817,42.1901,69.2029,26.7829,23.0891
FBgn0038772,CG4973,CG4973,#N/A,chr3R,15883472,15885019,19.8319,12.6563,13.3162,25.307,4.48471,4.77659
FBgn0034266,CG4975,CG4975,1634872_at,chr2R,13614477,13615987,31.5209,16.2802,16.6002,39.7937,5.18206,4.47457
FBgn0039558,CG4980,CG4980,1626659_at,chr3R,23746995,23748073,39.4043,7.33976,28.137,49.6368,9.96766,12.7206
FBgn0036598,CG4982,CG4982,1641631_at,chr3L,16294570,16295128,0,0,0,0,0,0
FBgn0032371,CG4983,CG4983,1637126_at,chr2L,11652448,11653847,0.228916,248.151,0.0764378,0,0.0768145,0
FBgn0034267,CG4984,CG4984,1628766_at,chr2R,13616470,13620494,6.28346,4.70257,6.91861,4.62431,75.4865,70.924
FBgn0032372,CG4988,CG4988,1636453_at,chr2L,11694856,11696072,0,220.686,0,0,0,0
FBgn0030817,CG4991,CG4991,1641207_s_at,chrX,16995311,16998597,3.51179,2.17785,5.55724,95.7881,22.2873,17.8906
FBgn0032219,CG4995,CG4995,1627658_s_at,chr2L,10322476,10324993,0.491582,178.344,0.984871,0.351327,7.56433,11.2464
FBgn0034271,CG4996,CG4996,1630423_at,chr2R,13627398,13631480,16.8913,6.91456,15.5518,18.5007,17.4723,16.7495
FBgn0036612,CG4998,CG4998,1624573_at,chr3L,16332099,16338348,0.948778,13.2182,0.389918,0.170389,1.86124,1.69071
FBgn0031322,CG5001,CG5001,1623996_at,chr2L,1186256,1196806,17.3209,5.83818,36.5489,9.00073,45.6723,37.5928
FBgn0034275,CG5002,CG5002,1634012_at,chr2R,13637803,13640719,39.145,11.7425,31.8638,4.26063,41.2655,51.9323
FBgn0039554,CG5003,CG5003,1631191_at,chr3R,23739491,23742249,68.3154,10.5805,30.932,45.6099,12.3846,10.75
FBgn0030820,CG5004,CG5004,1640154_at,chrX,17001670,17029154,30.066,13.3845,83.9869,57.4399,12.1808,9.56689
FBgn0027572,CG5009,CG5009,1624756_at,chr2R,13648438,13652065,21.8471,23.0668,24.9999,18.7481,83.7029,82.7713
FBgn0030821,CG5010,CG5010,1628589_at,chrX,17043071,17044680,79.6691,66.0322,98.2655,159.854,203.182,216.164
FBgn0040723,CG5011,CG5011,1634657_at,chr2L,1200237,1201220,0.103912,0,0.728645,0,21.0256,20.6182
FBgn0038396,CG5013,CG5013,1626514_at,chr3R,11875393,11876417,15.7468,9.29759,17.4567,19.9571,6.97482,6.23839
FBgn0039553,CG5017,CG5017,1624438_at,chr3R,23738169,23739505,0.466891,280.164,2.15143,0,0,0
FBgn0036578,CG5018,CG5018,1627492_at,chr3L,16219222,16221789,27.2514,2.42051,24.9975,61.7444,3.67288,7.71263
FBgn0035944,CG5021,CG5021,1632417_a_at,chr3L,8959940,8961484,38.6542,19.7916,33.6602,39.6387,37.136,30.2901
FBgn0032225,CG5022,CG5022,1625191_at,chr2L,10344459,10347706,2.42156,0.639326,1.98021,0.0494473,1.69148,1.49328
FBgn0038774,CG5023,CG5023,1631167_at,chr3R,15995158,16000597,6.46328,1.92954,261.052,74.7574,302.938,338.253
FBgn0039373,CG5024,CG5024,1626399_at,chr3R,21636818,21637478,0.154689,182.567,0.154957,0.154775,0,0
FBgn0035945,CG5026,CG5026,1633375_at//1626182_a_at,chr3L,8961630,8964852,39.2317,14.3606,43.0773,46.2193,18.9073,20.8894
FBgn0036579,CG5027,CG5027,1639013_at,chr3L,16222206,16224241,16.5095,12.1028,16.7587,20.5384,16.3981,16.5731
FBgn0039358,CG5028,CG5028,1629691_at,chr3R,21506540,21509363,66.3319,23.8425,56.161,84.7062,273.859,292.725
FBgn0028744,CG5033,CG5033,1636468_a_at,chr2R,13677197,13679962,81.6408,12.4231,56.8507,133.514,15.32,24.6289
FBgn0028743,CG5036,CG5036,1628083_at,chr2R,13680387,13685650,4.91822,17.8747,20.314,25.3537,11.2295,7.93306
FBgn0032222,CG5037,CG5037,1634270_at,chr2L,10331463,10333134,42.3171,36.0169,33.7746,69.8107,100.161,100.699
FBgn0038324,CG5038,CG5038,1638306_at,chr3R,11176948,11179649,4.35183,3.53982,4.89009,6.20957,2.81899,2.28689
FBgn0039356,CG5039,CG5039,1635527_at,chr3R,21504434,21505182,23.5453,10.3226,15.6691,21.5815,17.4039,17.0815
FBgn0032636,CG5043,CG5043,1637522_at,chr2L,17433862,17435654,0,144.989,0,0,0,0
FBgn0038326,CG5044,CG5044,1623335_a_at,chr3R,11182967,11184982,60.5718,13.6636,60.4335,95.1942,74.2476,76.0617
FBgn0032229,CG5045,CG5045,1633579_at,chr2L,10356743,10357876,81.899,286.889,79.4431,90.2292,54.0264,57.0694
FBgn0037008,CG5047,CG5047,1623480_at,chr3L,20512689,20513844,9.414,1.66957,12.5115,13.4295,14.2621,14.9269
FBgn0036437,CG5048,CG5048,1629835_at,chr3L,14677825,14678942,0,204.816,0.203429,0,0.408863,0.818163
FBgn0032637,CG5050,CG5050,1640348_at,chr2L,17452924,17458774,0.49356,199.655,1.07124,0.658448,0.414044,0.331412
FBgn0039352,CG5053,CG5053,1640528_at,chr3R,21487522,21491366,20.0442,15.4348,16.2843,25.7258,13.2418,10.7853
FBgn0032231,CG5056,CG5056,1639604_at,chr2L,10366698,10367829,19.4201,62.6507,28.5021,35.2469,35.1894,32.8428
FBgn0037007,CG5059,CG5059,1630348_a_at,chr3L,20507696,20512532,30.515,10.4371,45.1386,13.1284,87.2462,75.1204
FBgn0038780,CG5060,CG5060,1625451_at,chr3R,16078505,16116840,49.3886,26.1312,43.9391,52.939,25.056,20.3411
FBgn0029747,CG5062,CG5062,1632492_at,chrX,5074214,5076402,0.336821,98.2557,0.433807,0.288865,0.0968766,0.145392
FBgn0034145,CG5065,CG5065,1628207_at,chr2R,12495175,12510867,2.01629,64.6315,5.47674,7.7981,64.6785,53.4654
FBgn0035951,CG5068,CG5068,1637946_at,chr3L,8979812,8981980,56.2756,12.2383,49.9878,46.4502,22.1678,24.9683
FBgn0030824,CG5070,CG5070,1630727_at,chrX,17097147,17097857,0,0,0.14406,0,0.14477,0
FBgn0039347,CG5071,CG5071,1626858_a_at,chr3R,21444136,21446386,1.95323,157.034,1.41058,0.818087,2.83507,1.41829
FBgn0038331,CG5073,CG5073,1639588_at,chr3R,11197681,11199970,30.8411,34.1293,22.9466,29.9621,45.4109,43.2439
FBgn0032464,CG5075,CG5075,1628908_at,chr2L,12978786,12981301,0.2501,254.523,0.208778,0.0834133,0.209807,0.377854
FBgn0038786,CG5077,CG5077,1634015_s_at,chr3R,16143815,16149922,35.3707,104.614,58.4589,45.0126,39.9921,37.6954
FBgn0037005,CG5078,CG5078,1629112_at,chr3L,20499132,20500475,2.35842,0.605662,0.914523,0.456725,3.75271,0.306507
FBgn0039346,CG5079,CG5079,1635613_at,chr3R,21439527,21440040,1.59143,0.395919,2.19201,0.19904,1.60204,1.20217
FBgn0031313,CG5080,CG5080,1624982_s_at,chr2L,1160290,1163882,29.0274,5.06201,229.49,15.4557,281.311,281.132
FBgn0034288,CG5084,CG5084,1626715_at,chr2R,13906147,13907267,0,0.807549,0,0,0.136153,0.136225
FBgn0035953,CG5087,CG5087,1623955_at,chr3L,8991286,8995666,28.0323,17.8832,22.366,22.3138,16.7593,15.4101
FBgn0034144,CG5089,CG5089,1631991_at,chr2R,12486253,12487920,0.551704,845.608,0.429848,0.981356,0.987351,0.0617423
FBgn0032234,CG5091,CG5091,1623305_at,chr2L,10380118,10382865,5.38788,3.04093,7.65279,7.04035,5.26193,5.02174
FBgn0032235,CG5096,CG5096,1639478_at,chr2L,10382253,10384730,1.4975,0.238433,3.42022,1.49834,30.0292,33.3031
FBgn0034300,CG5098,CG5098,1637079_at,chr2R,13982523,13988618,33.0133,53.7896,17.4194,19.9676,5.28992,4.42408
FBgn0036784,CG5103,CG5103,1639179_at,chr3L,18285224,18287478,0.140003,161.195,0.0467488,0.0466939,0,0
FBgn0037009,CG5104,CG5104,1625377_at,chr3L,20514109,20515858,15.9218,8.42584,22.4029,18.8774,22.4207,22.2473
FBgn0039342,CG5107,CG5107,1634240_at,chr3R,21330935,21331640,0.15828,1.5751,0.158555,0,76.8002,53.8844
FBgn0032642,CG5110,CG5110,1641124_at,chr2L,17481246,17481855,21.3339,6.88542,21.9486,33.6534,33.6655,27.4888
FBgn0039343,CG5111,CG5111,1629489_at,chr3R,21331997,21334001,1.07094,84.7503,3.16731,0.204103,0,0
FBgn0039341,CG5112,CG5112,1625683_at,chr3R,21317212,21318985,87.2057,18.5263,67.6685,82.9293,52.162,37.0959
FBgn0036460,CG5114,CG5114,1634942_at,chr3L,14975948,14977592,63.9324,29.5384,49.2477,100.022,16.4489,30.0406
FBgn0039339,CG5116,CG5116,1628971_at,chr3R,21309030,21311578,30.0556,7.61636,15.3338,33.2991,28.1784,27.0674
FBgn0031317,CG5118,CG5118,1629517_at,chr2L,1170752,1172745,19.6046,5.31536,24.9305,21.6124,12.5858,12.7107
FBgn0032471,CG5122,CG5122,1634693_at,chr2L,13130613,13134805,0.102608,144.56,0.0513932,0,0.154939,0.051674
FBgn0031320,CG5126,CG5126,1628309_at,chr2L,1182291,1184021,40.13,6.44302,24.903,37.2801,26.6244,25.4082
FBgn0039335,CG5127,CG5127,1630317_at,chr3R,21299238,21301479,15.6393,13.2976,18.7898,27.0374,14.3486,14.3064
FBgn0037000,CG5130,CG5130,1629778_s_at,chr3L,20477384,20487884,16.0416,4.10731,28.3453,6.81191,11.0513,7.32861
FBgn0032644,CG5131,CG5131,1638410_at,chr2L,17484518,17485624,25.1173,4.72346,34.9677,27.2091,24.4885,26.2944
FBgn0031323,CG5139,CG5139,1626441_at,chr2L,1198599,1199189,0,195.755,0,0,0.174165,0
FBgn0032470,CG5142,CG5142,1632369_at,chr2L,13079005,13109470,0.808798,0.211805,1.27927,0,1.71409,2.22951
FBgn0035957,CG5144,CG5144,1636098_at,chr3L,9040540,9041833,3.39777,152.941,0.47493,1.73937,2.38635,1.75093
FBgn0035617,CG5146,CG5146,1622931_at,chr3L,5576789,5583468,13.1552,13.5875,13.3186,17.9036,3.96976,4.44285
FBgn0036775,CG5147,CG5147,1625410_at,chr3L,18100946,18102673,68.2322,18.1769,48.3294,67.7407,13.7242,18.7975
FBgn0038478,CG5148,CG5148,1629762_at,chr3R,12914013,12917663,21.6789,36.0687,25.3929,37.518,6.55851,7.82283
FBgn0031904,CG5149,CG5149,1630276_at,chr2L,7384486,7388248,37.3524,4.45035,27.3375,45.5599,17.5474,21.3957
FBgn0035620,CG5150,CG5150,1637660_at,chr3L,5588646,5590452,0.11317,0.450475,0.736882,0.0566167,7.06336,18.8647
FBgn0036576,CG5151,CG5151,1632132_at//1639803_at,chr3L,16132583,16142113,78.471,21.9034,57.4605,48.5505,16.2488,16.4254
FBgn0031905,CG5155,CG5155,1636373_at,chr2L,7388676,7390898,0.0491582,137.413,0.0984871,0,0.197945,0.247563
FBgn0031326,CG5156,CG5156,1637590_at,chr2L,1227977,1229471,0,1.21421,0.16297,0,2.12905,2.62177
FBgn0036575,CG5157,CG5157,1635736_at,chr3L,16129802,16130161,0.852076,0.565284,0.853555,0,1.71552,2.28858
FBgn0031906,CG5160,CG5160,1629029_at,chr2L,7390984,7398403,42.3211,1.52707,1.86083,0.0808107,3.6587,2.92852
FBgn0036573,CG5161,CG5161,1630543_at,chr3L,16124092,16124703,7.73777,5.50006,14.026,14.7469,21.699,17.0716
FBgn0030828,CG5162,CG5162,1634257_at,chrX,17109335,17111249,42.7882,8.95645,89.1244,15.4272,152.466,119.928
FBgn0038038,CG5167,CG5167,1628547_at,chr3R,8232254,8233824,81.4218,13.7309,55.4186,73.0016,105.945,112.426
FBgn0032246,CG5168,CG5168,1624406_at,chr2L,10423315,10425484,94.9722,61.6448,96.5078,87.3089,56.9128,53.3098
FBgn0031907,CG5171,CG5171,1641446_s_at,chr2L,7395832,7404527,45.6265,3.69487,13.4471,0.142886,73.8202,97.7362
FBgn0030830,CG5172,CG5172,1625181_at,chrX,17115475,17116682,0,0,0,0.130161,266.888,440.902
FBgn0034345,CG5174,CG5174,1640233_at//1624146_at//1634112_a_at//1623053_a_at,chr2R,14308915,14313738,43.7187,21.6029,50.8169,66.0297,43.2896,44.7552
FBgn0031908,CG5177,CG5177,1629091_at,chr2L,7405245,7408475,48.7248,26.2684,214.051,38.8347,180.97,184.745
FBgn0043457,CG5180,CG5180,1632024_at,chr3R,16383652,16385482,14.8285,55.6043,15.1243,35.5408,7.87082,9.16489
FBgn0031909,CG5181,CG5181,1625658_at,chr2L,7408533,7409779,11.8312,16.2424,23.7035,18.4912,11.3885,12.1774
FBgn0032247,CG5188,CG5188,1624592_at,chr2L,10428833,10429989,11.5238,12.3423,13.5004,18.9565,7.07838,8.95105
FBgn0034350,CG5189,CG5189,#N/A,chr2R,14334075,14334861,13.9009,3.38146,17.4837,16.845,21.6125,21.624
FBgn0034351,CG5190,CG5190,1631614_at,chr2R,14338810,14340243,29.3057,20.7192,23.2853,60.2851,20.3853,25.1361
FBgn0038803,CG5191,CG5191,1636244_s_at,chr3R,16386582,16398636,19.8174,14.0563,28.4803,18.9847,34.0174,29.9403
FBgn0035955,CG5194,CG5194,1629948_at,chr3L,9001724,9002951,53.5764,56.2071,28.1992,42.8851,0,0
FBgn0036995,CG5195,CG5195,1626578_at,chr3L,20447790,20457448,1.25014,22.4531,0.121191,0.201748,0.263875,0.18278
FBgn0038039,CG5196,CG5196,1623448_at,chr3R,8234044,8237380,58.2582,18.191,30.3211,45.8495,20.7459,19.6093
FBgn0032250,CG5198,CG5198,1635365_at,chr2L,10435991,10437317,9.34946,21.4836,13.0268,16.5833,9.24072,10.2729
FBgn0036994,CG5199,CG5199,1629373_at,chr3L,20443634,20445961,29.7758,6.46039,22.5113,32.9154,3.83322,4.27537
FBgn0032473,CG5204,CG5204,1628133_at,chr2L,13160527,13163153,1.42734,35.1653,0.303294,0.12983,0.522494,0.217822
FBgn0038344,CG5205,CG5205,1628807_at//1641576_a_at,chr3R,11311865,11319033,29.5538,15.0748,24.4972,30.091,4.31001,4.83637
FBgn0038345,CG5213,CG5213,1627725_at,chr3R,11320324,11321348,0,110.785,0,0,0,0
FBgn0037891,CG5214,CG5214,1639513_at,chr3R,7070006,7072586,131.694,186.331,107.556,164.236,243.18,271.005
FBgn0038694,CG5217,CG5217,1641142_at,chr3R,15072774,15073867,0,338.584,0,0,0,0
FBgn0038471,CG5220,CG5220,1626096_at,chr3R,12866406,12867688,21.1309,16.3358,21.5175,42.4602,13.0972,12.2247
FBgn0036570,CG5222,CG5222,1628335_at,chr3L,16096531,16098711,24.8808,4.78423,25.917,28.5645,8.73146,9.18539
FBgn0034354,CG5224,CG5224,1624800_at,chr2R,14391115,14392349,15.2028,2.4099,10.647,30.0188,12.5956,15.1769
FBgn0038468,CG5225,CG5225,1624563_at,chr3R,12854428,12856386,0.171847,2.79317,0.0573818,0.0573145,0.576646,0.865431
FBgn0034355,CG5226,CG5226,1634512_at,chr2R,14402081,14412939,5.17813,4.12233,5.845,4.19537,23.9529,16.3587
FBgn0036565,CG5235,CG5235,1625310_at,chr3L,16080729,16083487,18.5667,1.84386,13.4094,13.8477,0.304531,0.380866
FBgn0038693,CG5237,CG5237,1623267_at,chr3R,15056486,15071852,1.06498,1.88531,1.7743,0.594479,13.0907,9.32646
FBgn0036564,CG5241,CG5241,1633766_at,chr3L,16078979,16080610,33.0968,34.5105,32.7407,40.895,20.3646,20.722
FBgn0038047,CG5245,CG5245,1637467_at,chr3R,8255392,8256897,6.24629,2.29717,4.89689,2.24177,0.0683475,0.34192
FBgn0038484,CG5246,CG5246,1640355_at,chr3R,12961833,12962926,0,0.0930084,0.280877,0,3.76349,2.44757
FBgn0038691,CG5250,CG5250,1633343_at,chr3R,15053985,15054998,0,44.052,0.808099,0.100894,0,0
FBgn0040383,CG5254,CG5254,1624971_at,chrX,650221,652756,33.2021,2.71227,38.2238,8.34648,148.078,205.889
FBgn0038485,CG5255,CG5255,1635594_at,chr3R,12963631,12964589,0,1.13057,0,0,1.60115,2.51744
FBgn0031912,CG5261,CG5261,1638067_a_at,chr2L,7426866,7430329,88.691,209.273,64.5651,114.912,325.802,353.876
FBgn0036988,CG5262,CG5262,1631273_at,chr3L,20421062,20423584,8.51241,3.78702,13.8441,11.2226,16.9872,16.2902
FBgn0038486,CG5265,CG5265,1625527_at,chr3R,12964829,12966856,0,134.364,0.0505062,0,0,0
FBgn0034154,CG5267,CG5267,1641201_at,chr2R,12642606,12643328,4.94982,1.40735,0.566676,0.707513,8.39966,0.569772
FBgn0037897,CG5270,CG5270,1640131_a_at,chr3R,7248117,7255695,22.8298,21.2419,19.4533,19.8017,17.2797,20.3069
FBgn0040382,CG5273,CG5273,1637811_s_at,chrX,653628,655394,132.214,54.1538,27.4788,37.9053,65.6873,57.6825
FBgn0036987,CG5274,CG5274,1625393_s_at,chr3L,20419295,20420766,16.797,11.4598,9.62546,19.5219,9.15602,7.83109
FBgn0037900,CG5276,CG5276,1636403_at,chr3R,7257460,7259272,17.2643,160.233,14.2081,19.775,20.7735,19.3209
FBgn0038986,CG5278,CG5278,1630006_at,chr3R,18384583,18388293,1.95651,1.01582,0.0852135,0.340454,24.5768,2.65605
FBgn0035952,CG5280,CG5280,1638851_at,chr3L,8982168,8983328,0.414383,151.132,0.207551,0,0.521436,0.939084
FBgn0037902,CG5281,CG5281,1627884_at,chr3R,7261593,7263245,38.0223,25.6295,20.5239,9.5109,7.17675,5.36926
FBgn0036986,CG5282,CG5282,1631532_at,chr3L,20417514,20419213,1.60265,0.191381,4.55943,0.192426,9.29286,7.48991
FBgn0036566,CG5284,CG5284,1641321_a_at,chr3L,16083556,16089031,37.7672,19.583,42.6665,39.9731,40.6515,40.9175
FBgn0038490,CG5285,CG5285,1627348_at,chr3R,12976378,12977281,5.33685,1.08631,10.0847,13.3496,1.70942,2.07683
FBgn0032477,CG5287,CG5287,1638344_at,chr2L,13179245,13183498,15.4486,11.1392,15.6722,18.9286,24.4479,24.4609
FBgn0035950,CG5288,CG5288,1641681_s_at,chr3L,8976242,8979189,45.4496,14.2047,39.5209,36.9453,171.586,180.263
FBgn0036772,CG5290,CG5290,1630551_at,chr3L,17902579,17905657,20.6043,5.37922,15.9635,32.8729,5.54762,6.39908
FBgn0038491,CG5292,CG5292,1629942_at,chr3R,12977588,12978829,14.2252,7.20666,14.8544,33.8146,11.0222,9.89918
FBgn0038351,CG5302,CG5302,1624522_at,chr3R,11458605,11464977,0.160769,0.479958,0.161048,0,1.34868,1.67326
FBgn0038984,CG5315,CG5315,1636967_a_at,chr3R,18369414,18373567,111.281,113.211,70.3075,61.7905,135.55,129.33
FBgn0038704,CG5316,CG5316,1633957_s_at//1636719_s_at//1629958_at,chr3R,15229177,15232016,26.9364,27.6974,27.9984,18.8387,12.9498,10.6402
FBgn0032404,CG5317,CG5317,1637689_at,chr2L,12056324,12058251,34.9185,19.4433,39.8865,89.8244,24.4283,26.4494
FBgn0038501,CG5319,CG5319,1641678_at,chr3R,13211626,13215988,58.7679,22.0822,38.094,46.3789,42.3406,32.1668
FBgn0030575,CG5321,CG5321,1638582_at,chrX,14573637,14575862,3.43282,1.1387,5.4038,0.0817797,36.3674,51.1227
FBgn0032253,CG5322,CG5322,1636976_at,chr2L,10452710,10455822,3.51224,2.46086,5.49291,4.76928,15.7301,15.0888
FBgn0034362,CG5323,CG5323,1630750_at,chr2R,14502586,14503504,30.8626,43.1307,31.3194,82.7044,28.0968,36.7615
FBgn0032407,CG5325,CG5325,1626588_a_at//1639148_at,chr2L,12093771,12095252,71.6385,32.7741,79.2281,78.8144,94.7033,103.39
FBgn0038983,CG5326,CG5326,1629511_at//1623589_a_at,chr3R,18357894,18365639,2.01185,0.412186,1.89679,112.075,116.096,85.1663
FBgn0034363,CG5327,CG5327,1634753_at,chr2R,14503493,14505823,0.765552,91.3237,4.26578,0.0478738,24.7093,23.9514
FBgn0030577,CG5334,CG5334,1636725_at,chrX,14669392,14670151,0,11.1123,0,0,0,0
FBgn0034365,CG5335,CG5335,#N/A,chr2R,14509050,14510475,13.5462,3.73548,18.6379,34.7825,30.6412,37.5616
FBgn0032249,CG5337,CG5337,1626227_at,chr2L,10432677,10435679,5.96948,5.45406,6.11972,2.93402,10.4724,9.07151
FBgn0034925,CG5339,CG5339,1628299_at,chr2R,19784413,19785757,34.2489,18.9803,27.6627,53.9328,8.84893,11.9441
FBgn0037916,CG5342,CG5342,1626026_at,chr3R,7404548,7407158,0.847134,19.3892,1.56992,0,0,0
FBgn0032248,CG5343,CG5343,1632413_at,chr2L,10429920,10430914,52.0501,233.952,35.0148,57.6359,20.8274,20.5095
FBgn0038981,CG5346,CG5346,1630248_at,chr3R,18345804,18354383,79.0783,20.2021,35.7748,22.5989,59.1695,50.1014
FBgn0030578,CG5347,CG5347,1634600_at,chrX,14670807,14672016,0,35.4868,0,0,0,0.0851126
FBgn0034156,CG5348,CG5348,1640152_at,chr2R,12654357,12656629,0.112362,31.4199,0.506505,0,0.113111,0
FBgn0032242,CG5355,CG5355,1633718_at,chr2L,10410529,10413572,97.5848,84.8801,117.703,113.872,71.6968,69.2839
FBgn0034862,CG5357,CG5357,1629774_at,chr2R,19343498,19346133,0.349105,33.8141,0.310855,0,3.78769,2.6567
FBgn0037773,CG5359,CG5359,1634434_at,chr3R,5825491,5826997,16.5077,10.7881,11.271,14.7091,1.57084,1.98528
FBgn0034873,CG5360,CG5360,1628978_at,chr2R,19411381,19415788,42.9669,22.0002,19.724,37.647,6.33959,6.905
FBgn0037786,CG5361,CG5361,1638253_at,chr3R,5899736,5901088,0,0.225612,0,0,3.34736,4.4909
FBgn0032237,CG5362,CG5362,1637847_at,chr2L,10393847,10396299,224.723,43.8657,172.472,287.893,307.489,338.557
FBgn0027568,CG5366,CG5366,1641608_at,chr2L,10358162,10362703,111.979,158.949,84.061,85.614,22.7869,24.8144
FBgn0032228,CG5367,CG5367,1635940_at,chr2L,10354810,10356276,4.62484,0.900453,5.53929,28.9717,0.101211,0
FBgn0032221,CG5375,CG5375,1634570_at,chr2L,10328347,10331116,3.46519,3.96299,1.45065,0.155245,8.38237,7.39709
FBgn0038977,CG5376,CG5376,1640715_at,chr3R,18313753,18314677,2.63788,0.750008,31.2061,3.77051,30.0954,31.2501
FBgn0038974,CG5377,CG5377,1637336_at,chr3R,18292622,18293849,16.1534,2.32006,24.9394,20.9112,22.2962,27.6755
FBgn0038956,CG5379,CG5379,1626804_at,chr3R,18212210,18214194,0.277599,0.276247,0.0926938,0,0.0931506,1.0252
FBgn0038951,CG5380,CG5380,1633650_at,chr3R,18191802,18192881,17.6085,6.17277,16.1357,22.7236,4.33077,7.15462
FBgn0032218,CG5381,CG5381,1622990_at,chr2L,10317494,10321800,19.2034,23.3821,25.9881,7.89815,52.5113,44.5886
FBgn0038950,CG5382,CG5382,1637564_a_at,chr3R,18190261,18191703,51.6798,22.3563,34.57,52.1361,42.3936,32.8661
FBgn0032216,CG5384,CG5384,1631050_at,chr2L,10312316,10314396,93.9062,68.1559,101.066,108.324,139.586,141.679
FBgn0032215,CG5385,CG5385,1625571_at,chr2L,10311169,10312069,19.2285,20.2985,22.9061,27.559,22.1034,21.3301
FBgn0038945,CG5386,CG5386,1629651_at,chr3R,18167012,18167936,0.133659,0.133008,0,0,0,0
FBgn0038944,CG5388,CG5388,1639775_at,chr3R,18162844,18166024,0,143.584,0,0,0,0
FBgn0036568,CG5389,CG5389,1640920_at,chr3L,16090934,16093190,0.351199,54.1707,0.402067,0,0.202024,0.050533
FBgn0032213,CG5390,CG5390,1636900_at,chr2L,10304063,10306594,26.6705,13.1618,71.9243,30.1029,116.977,116.82
FBgn0038943,CG5391,CG5391,1639532_at,chr3R,18158807,18159872,0,5.83287,0.13048,0,1.83572,1.7055
FBgn0036463,CG5392,CG5392,1633480_at,chr3L,14994340,15007130,7.05166,1.82643,7.69288,1.44978,11.2558,11.2375
FBgn0031327,CG5397,CG5397,1638892_at,chr2L,1240038,1242205,2.64437,2.38784,21.486,3.47881,118.805,124.294
FBgn0034882,CG5398,CG5398,1627305_at,chr2R,19490108,19491164,0,166.512,0,0,0.21947,0
FBgn0038353,CG5399,CG5399,1630233_at,chr3R,11520992,11522286,50.0901,54.8308,54.3221,2.0701,172.868,186.34
FBgn0039521,CG5402,CG5402,1641645_at,chr3R,23327814,23328678,18.0145,4.4817,0.501272,0,116.868,5.20811
FBgn0038354,CG5404,CG5404,1639014_at,chr3R,11530417,11534156,0,1.11285,0.0373411,0,6.79205,7.50902
FBgn0038806,CG5412,CG5412,1638237_at,chr3R,16402730,16403853,30.3387,28.9489,23.0821,55.9083,16.9136,17.6962
FBgn0036569,CG5414,CG5414,1633557_at,chr3L,16093450,16096533,15.0715,1.29425,17.0903,17.0319,3.61973,4.19959
FBgn0032436,CG5418,CG5418,1641443_at,chr2L,12452061,12453230,0.0957389,0.0952726,0.38362,0.0957925,0.0963777,0.0964291
FBgn0032434,CG5421,CG5421,1641209_at,chr2L,12446224,12448113,0.0700336,26.2044,0.0701552,0,0.0705009,0
FBgn0034887,CG5428,CG5428,1635330_at,chr2R,19569147,19570475,3.64872,1.8577,19.8053,3.56587,17.1695,14.5292
FBgn0034888,CG5431,CG5431,1635800_at,chr2R,19570904,19572201,2.28031,0.272305,12.7919,0.182527,25.8017,26.1829
FBgn0039425,CG5432,CG5432,#N/A,chr3R,22239810,22241111,0,152.799,0,0,0.08723,0.261829
FBgn0032431,CG5435,CG5435,1635269_at,chr2L,12429827,12430893,4.83759,146.172,7.59939,12.4308,1.88154,3.43287
